student_id, name,surname,email,lecture,points, how_many_times_attended
2014-42880,FATMA,AKTAS,fatmaaktas@ce1.marmara.edu.tr,CS231,29,2
2015-00812,TUNA,DILER,t.diler@ce1.marmara.edu.tr,CS101,14,2
2014-69549,ASLI,KOC,aslikoc@ce1.marmara.edu.tr,CS101,98,1
2014-69549,ASLI,KOC,aslikoc@ce1.marmara.edu.tr,CS231,59,1
2015-02599,EMRE,KAYA,e.kaya@ce1.marmara.edu.tr,CS231,94,2
2015-02599,EMRE,KAYA,e.kaya@ce1.marmara.edu.tr,CS101,53,2
2015-08500,CAN,FATIH,c.fatih@ce1.marmara.edu.tr,CS231,69,1
2015-32935,RABIA,ILHAN,r.ilhan@ce1.marmara.edu.tr,CS101,95,1
2015-11423,UMUT,SIMSEK,u.simsek@ce1.marmara.edu.tr,CS231,37,2
2014-07078,BILGE,AKTAS,bilgeaktas@ce1.marmara.edu.tr,CS231,95,1
2015-66642,ISMAIL,OZER,i.ozer@ce1.marmara.edu.tr,CS101,47,1
2015-66642,ISMAIL,OZER,i.ozer@ce1.marmara.edu.tr,CS231,82,2
2014-01092,SEMRA,ILHAN,semrailhan@ce1.marmara.edu.tr,CS101,11,1
2014-27959,EFE,DILER,efediler@ce1.marmara.edu.tr,CS231,70,1
2014-27959,EFE,DILER,efediler@ce1.marmara.edu.tr,CS101,53,1
2015-71555,FATMA,CELIK,f.celik@ce1.marmara.edu.tr,CS101,51,1
2014-34523,ASLI,AY,asliay@ce1.marmara.edu.tr,CS101,45,1
2014-34523,ASLI,AY,asliay@ce1.marmara.edu.tr,CS231,98,2
2015-97467,FIKRET,OZKAN,f.ozkan@ce1.marmara.edu.tr,CS101,23,2
2015-86541,ASLI,AYDOGAN,a.aydogan@ce1.marmara.edu.tr,CS231,66,1
2014-40904,CIGDEM,GURCAN,cigdemgurcan@ce1.marmara.edu.tr,CS231,38,1
2014-40904,CIGDEM,GURCAN,cigdemgurcan@ce1.marmara.edu.tr,CS101,70,1
2014-70205,HARUN,KARA,harunkara@ce1.marmara.edu.tr,CS231,21,1
2015-33882,ASLI,FATIH,a.fatih@ce1.marmara.edu.tr,CS101,97,1
2015-33882,ASLI,FATIH,a.fatih@ce1.marmara.edu.tr,CS231,59,1
2015-26763,CIGDEM,GURCAN,c.gurcan@ce1.marmara.edu.tr,CS231,94,2
2015-26763,CIGDEM,GURCAN,c.gurcan@ce1.marmara.edu.tr,CS101,57,1
2015-25581,OKAN,ISIK,o.isik@ce1.marmara.edu.tr,CS231,56,1
2014-97149,MEHMET,ILHAN,mehmetilhan@ce1.marmara.edu.tr,CS231,84,1
2015-66556,LALE,OZKAN,l.ozkan@ce1.marmara.edu.tr,CS101,55,1
2015-58505,ALI,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS231,42,1
2015-91138,BETUL,KAYA,b.kaya@ce1.marmara.edu.tr,CS101,63,1
2015-91138,BETUL,KAYA,b.kaya@ce1.marmara.edu.tr,CS102,50,1
2014-06812,FATMA,ESEN,fatmaesen@ce1.marmara.edu.tr,CS231,28,2
2014-08818,AYLIN,DILER,aylindiler@ce1.marmara.edu.tr,CS231,18,1
2014-19580,SALIH,FATIH,salihfatih@ce1.marmara.edu.tr,CS231,19,1
2015-46360,ALI,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS101,15,2
2015-46360,ALI,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS102,72,1
2014-63520,OKAN,AYDIN,okanaydin@ce1.marmara.edu.tr,CS231,41,1
2014-63520,OKAN,AYDIN,okanaydin@ce1.marmara.edu.tr,CS101,47,2
2015-09763,ELIF,GUL,e.gul@ce1.marmara.edu.tr,CS101,62,2
2015-58858,BETUL,GURCAN,b.gurcan@ce1.marmara.edu.tr,CS231,20,2
2014-42469,TUNA,HIKMET,tunahikmet@ce1.marmara.edu.tr,CS231,46,2
2014-42469,TUNA,HIKMET,tunahikmet@ce1.marmara.edu.tr,CS101,87,1
2015-06721,BETUL,OZDEMIR,b.ozdemir@ce1.marmara.edu.tr,CS101,72,1
2015-71380,UGUR,AKTAS,u.aktas@ce1.marmara.edu.tr,CS101,69,2
2014-69376,EGE,SULEYMAN,egesuleyman@ce1.marmara.edu.tr,CS101,27,2
2014-70462,AYLIN,GURCAN,aylingurcan@ce1.marmara.edu.tr,CS101,72,2
2014-33651,BILGE,ILHAN,bilgeilhan@ce1.marmara.edu.tr,CS231,99,2
2014-03337,GULSUM,KAYA,gulsumkaya@ce1.marmara.edu.tr,CS101,26,2
2014-03337,GULSUM,KAYA,gulsumkaya@ce1.marmara.edu.tr,CS231,23,2
2014-63808,NUR,ILHAN,nurilhan@ce1.marmara.edu.tr,CS231,87,1
2014-41299,AYSE,KAYA,aysekaya@ce1.marmara.edu.tr,CS101,35,1
2014-41299,AYSE,KAYA,aysekaya@ce1.marmara.edu.tr,CS102,16,1
2014-02285,FIKRET,ARSLAN,fikretarslan@ce1.marmara.edu.tr,CS231,54,1
2014-02285,FIKRET,ARSLAN,fikretarslan@ce1.marmara.edu.tr,CS101,64,1
2015-99385,FIKRET,DOGAN,f.dogan@ce1.marmara.edu.tr,CS231,51,2
2015-56034,ALI,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS101,22,1
2015-98837,HASAN,ARSLAN,h.arslan@ce1.marmara.edu.tr,CS101,95,2
2014-75938,AYLIN,HIKMET,aylinhikmet@ce1.marmara.edu.tr,CS231,94,1
2015-46275,ISMAIL,KOC,i.koc@ce1.marmara.edu.tr,CS101,44,1
2015-91755,ISMAIL,SULEYMAN,i.suleyman@ce1.marmara.edu.tr,CS231,40,1
2014-33736,HARUN,ASLAN,harunaslan@ce1.marmara.edu.tr,CS231,15,2
2014-33736,HARUN,ASLAN,harunaslan@ce1.marmara.edu.tr,CS101,94,1
2015-41867,UGUR,KOC,u.koc@ce1.marmara.edu.tr,CS101,39,2
2015-50812,CANAN,AYDIN,c.aydin@ce1.marmara.edu.tr,CS231,79,1
2015-84937,BETUL,KAYA,b.kaya@ce1.marmara.edu.tr,CS231,54,1
2015-02097,SIBEL,YILMAZ,s.yilmaz@ce1.marmara.edu.tr,CS231,57,2
2015-68118,SEMRA,HIKMET,s.hikmet@ce1.marmara.edu.tr,CS231,71,1
2015-01375,SALIH,AY,s.ay@ce1.marmara.edu.tr,CS101,15,1
2014-62131,AYSE,HIKMET,aysehikmet@ce1.marmara.edu.tr,CS231,62,1
2014-45234,HILAL,YILDIRIM,hilalyildirim@ce1.marmara.edu.tr,CS231,17,2
2014-91053,EMRE,GUL,emregul@ce1.marmara.edu.tr,CS231,51,2
2014-69029,ELIF,KAYA,elifkaya@ce1.marmara.edu.tr,CS101,10,1
2014-53378,CAN,KOC,cankoc@ce1.marmara.edu.tr,CS231,29,2
2015-44361,SEMRA,DOGAN,s.dogan@ce1.marmara.edu.tr,CS231,61,2
2015-62456,GULSUM,ARSLAN,g.arslan@ce1.marmara.edu.tr,CS231,35,2
2015-17378,NURAY,ARSLAN,n.arslan@ce1.marmara.edu.tr,CS231,48,1
2015-17378,NURAY,ARSLAN,n.arslan@ce1.marmara.edu.tr,CS101,76,1
2015-17378,NURAY,ARSLAN,n.arslan@ce1.marmara.edu.tr,CS102,99,2
2014-03806,SEMRA,FATIH,semrafatih@ce1.marmara.edu.tr,CS231,33,1
2014-89076,AZRA,HIKMET,azrahikmet@ce1.marmara.edu.tr,CS231,94,1
2014-70434,TUNA,FATIH,tunafatih@ce1.marmara.edu.tr,CS101,57,1
2015-50553,CIGDEM,DILER,c.diler@ce1.marmara.edu.tr,CS101,28,1
2015-86997,ISMAIL,SIMSEK,i.simsek@ce1.marmara.edu.tr,CS231,17,1
2014-39407,HASAN,CAN,hasancan@ce1.marmara.edu.tr,CS101,86,2
2015-36304,VELI,DOGAN,v.dogan@ce1.marmara.edu.tr,CS101,81,1
2014-06326,NUR,ARSLAN,nurarslan@ce1.marmara.edu.tr,CS101,42,1
2014-06326,NUR,ARSLAN,nurarslan@ce1.marmara.edu.tr,CS102,75,1
2014-06326,NUR,ARSLAN,nurarslan@ce1.marmara.edu.tr,CS231,44,2
2015-77170,AYLIN,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS101,72,2
2015-77170,AYLIN,YILDIRIM,a.yildirim@ce1.marmara.edu.tr,CS231,94,1
2014-17752,ASLI,KURT,aslikurt@ce1.marmara.edu.tr,CS231,45,1
2015-17508,HASAN,OZKAN,h.ozkan@ce1.marmara.edu.tr,CS101,24,1
2015-46559,FATMA,AYDIN,f.aydin@ce1.marmara.edu.tr,CS101,27,1
2015-46559,FATMA,AYDIN,f.aydin@ce1.marmara.edu.tr,CS102,92,1
2014-93277,OKAN,GURCAN,okangurcan@ce1.marmara.edu.tr,CS231,17,2
2014-90939,ELIF,FATIH,eliffatih@ce1.marmara.edu.tr,CS101,26,2
2015-97890,CAN,FATIH,c.fatih@ce1.marmara.edu.tr,CS231,64,2
2015-97890,CAN,FATIH,c.fatih@ce1.marmara.edu.tr,CS101,73,1
2014-44910,OZGUR,CAN,ozgurcan@ce1.marmara.edu.tr,CS101,62,2
2014-10715,CANAN,OZER,cananozer@ce1.marmara.edu.tr,CS231,91,2
2014-99945,VELI,HIKMET,velihikmet@ce1.marmara.edu.tr,CS231,59,1
2014-99945,VELI,HIKMET,velihikmet@ce1.marmara.edu.tr,CS101,65,1
2015-68707,OZGUR,GUL,o.gul@ce1.marmara.edu.tr,CS101,50,2
2015-68707,OZGUR,GUL,o.gul@ce1.marmara.edu.tr,CS231,86,2
2014-96245,UGUR,CELIK,ugurcelik@ce1.marmara.edu.tr,CS101,25,2
2014-96245,UGUR,CELIK,ugurcelik@ce1.marmara.edu.tr,CS102,48,1
2014-96245,UGUR,CELIK,ugurcelik@ce1.marmara.edu.tr,CS365,25,2
2014-27073,VELI,OZDEMIR,veliozdemir@ce1.marmara.edu.tr,CS101,40,1
2014-27073,VELI,OZDEMIR,veliozdemir@ce1.marmara.edu.tr,CS231,25,1
2014-61164,NUR,KAYA,nurkaya@ce1.marmara.edu.tr,CS101,59,1
2014-98195,NUR,ARSLAN,nurarslan@ce1.marmara.edu.tr,CS101,71,1
2014-98195,NUR,ARSLAN,nurarslan@ce1.marmara.edu.tr,CS102,63,2
2015-79474,ASLI,ILHAN,a.ilhan@ce1.marmara.edu.tr,CS231,84,1
2015-45376,CAN,CAN,c.can@ce1.marmara.edu.tr,CS231,12,1
2014-03788,MUSTAFA,SIMSEK,mustafasimsek@ce1.marmara.edu.tr,CS101,91,1
2014-03788,MUSTAFA,SIMSEK,mustafasimsek@ce1.marmara.edu.tr,CS231,96,1
2014-41000,UMUT,KOC,umutkoc@ce1.marmara.edu.tr,CS101,79,2
2014-01609,AYSE,ARSLAN,aysearslan@ce1.marmara.edu.tr,CS101,79,2
2014-01609,AYSE,ARSLAN,aysearslan@ce1.marmara.edu.tr,CS102,64,2
2014-01609,AYSE,ARSLAN,aysearslan@ce1.marmara.edu.tr,CS464,30,1
2014-01609,AYSE,ARSLAN,aysearslan@ce1.marmara.edu.tr,CS231,85,2
2015-60282,GULSUM,CELIK,g.celik@ce1.marmara.edu.tr,CS231,92,1
2015-39702,VELI,OZKAN,v.ozkan@ce1.marmara.edu.tr,CS231,56,2
2015-50004,RABIA,OZKAN,r.ozkan@ce1.marmara.edu.tr,CS101,91,2
2014-00872,ELIF,GURCAN,elifgurcan@ce1.marmara.edu.tr,CS231,88,1
2014-00872,ELIF,GURCAN,elifgurcan@ce1.marmara.edu.tr,CS101,37,1
2014-49463,MUSTAFA,KOC,mustafakoc@ce1.marmara.edu.tr,CS231,96,2
2015-72510,UMUT,DOGAN,u.dogan@ce1.marmara.edu.tr,CS101,42,2
2015-72510,UMUT,DOGAN,u.dogan@ce1.marmara.edu.tr,CS231,40,1
2014-11959,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS101,90,1
2014-11959,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS231,97,1
2015-70609,BETUL,FATIH,b.fatih@ce1.marmara.edu.tr,CS101,41,2
2015-48939,SALIH,KAYA,s.kaya@ce1.marmara.edu.tr,CS231,77,1
2015-29041,GULSUM,KARA,g.kara@ce1.marmara.edu.tr,CS101,44,1
2014-58996,CIGDEM,KOC,cigdemkoc@ce1.marmara.edu.tr,CS101,88,2
2015-87348,ISMAIL,HIKMET,i.hikmet@ce1.marmara.edu.tr,CS101,34,2
2015-87348,ISMAIL,HIKMET,i.hikmet@ce1.marmara.edu.tr,CS102,75,2
2014-42653,SEMRA,OZDEMIR,semraozdemir@ce1.marmara.edu.tr,CS231,21,2
2014-42653,SEMRA,OZDEMIR,semraozdemir@ce1.marmara.edu.tr,CS101,29,1
2014-20650,BILGE,DOGAN,bilgedogan@ce1.marmara.edu.tr,CS231,40,1
2014-11406,FATMA,YILDIRIM,fatmayildirim@ce1.marmara.edu.tr,CS231,56,1
2015-66698,MUSTAFA,KOC,m.koc@ce1.marmara.edu.tr,CS101,21,2
2015-55417,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS231,77,2
2015-55417,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS101,29,1
2014-51933,AHMET,ILHAN,ahmetilhan@ce1.marmara.edu.tr,CS231,30,2
2015-96995,RABIA,ARSLAN,r.arslan@ce1.marmara.edu.tr,CS231,13,2
2015-96995,RABIA,ARSLAN,r.arslan@ce1.marmara.edu.tr,CS101,78,1
2015-68318,RABIA,OZKAN,r.ozkan@ce1.marmara.edu.tr,CS231,93,2
2015-37244,NURAY,ASLAN,n.aslan@ce1.marmara.edu.tr,CS101,59,2
2014-52570,AYLIN,YILDIRIM,aylinyildirim@ce1.marmara.edu.tr,CS231,28,2
2015-79860,ELIF,CAN,e.can@ce1.marmara.edu.tr,CS101,41,1
2014-73782,ASLI,AYDIN,asliaydin@ce1.marmara.edu.tr,CS101,79,1
2014-73782,ASLI,AYDIN,asliaydin@ce1.marmara.edu.tr,CS231,34,1
2015-40367,CIGDEM,ESEN,c.esen@ce1.marmara.edu.tr,CS101,37,2
2015-40367,CIGDEM,ESEN,c.esen@ce1.marmara.edu.tr,CS231,71,1
2015-34478,ISMAIL,CELIK,i.celik@ce1.marmara.edu.tr,CS101,96,1
2015-23582,AYSE,AKTAS,a.aktas@ce1.marmara.edu.tr,CS101,76,2
2014-07303,NUR,GURCAN,nurgurcan@ce1.marmara.edu.tr,CS101,11,1
2014-07303,NUR,GURCAN,nurgurcan@ce1.marmara.edu.tr,CS102,27,1
2014-07303,NUR,GURCAN,nurgurcan@ce1.marmara.edu.tr,CS464,73,2
2014-29805,NURAY,DILER,nuraydiler@ce1.marmara.edu.tr,CS101,98,1
2015-84085,FIKRET,DILER,f.diler@ce1.marmara.edu.tr,CS231,98,2
2014-76998,HASAN,DILER,hasandiler@ce1.marmara.edu.tr,CS101,41,2
2014-40530,FATMA,AYDOGAN,fatmaaydogan@ce1.marmara.edu.tr,CS231,100,2
2015-42439,HASAN,GURCAN,h.gurcan@ce1.marmara.edu.tr,CS101,45,2
2015-42439,HASAN,GURCAN,h.gurcan@ce1.marmara.edu.tr,CS102,36,1
2015-66161,FATMA,AY,f.ay@ce1.marmara.edu.tr,CS231,18,1
2014-58883,EMRE,ASLAN,emreaslan@ce1.marmara.edu.tr,CS231,67,2
2015-61829,SEMRA,PEK,s.pek@ce1.marmara.edu.tr,CS101,78,2
2015-66062,NURAY,PEK,n.pek@ce1.marmara.edu.tr,CS101,44,2
2015-30098,NURAY,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS101,21,1
2014-31323,AHMET,KURT,ahmetkurt@ce1.marmara.edu.tr,CS101,67,1
2015-07424,HASAN,CAN,h.can@ce1.marmara.edu.tr,CS231,41,2
2015-07424,HASAN,CAN,h.can@ce1.marmara.edu.tr,CS101,79,2
2014-38842,BILGE,KOC,bilgekoc@ce1.marmara.edu.tr,CS101,93,2
2014-17572,EGE,HIKMET,egehikmet@ce1.marmara.edu.tr,CS231,89,2
2014-03478,AHMET,PEK,ahmetpek@ce1.marmara.edu.tr,CS231,88,1
2014-03478,AHMET,PEK,ahmetpek@ce1.marmara.edu.tr,CS101,48,1
2014-52548,EGE,YILMAZ,egeyilmaz@ce1.marmara.edu.tr,CS101,75,1
2014-52548,EGE,YILMAZ,egeyilmaz@ce1.marmara.edu.tr,CS102,59,1
2014-52548,EGE,YILMAZ,egeyilmaz@ce1.marmara.edu.tr,CS231,96,1
2014-52548,EGE,YILMAZ,egeyilmaz@ce1.marmara.edu.tr,CS464,62,1
2014-93252,OZGUR,ASLAN,ozguraslan@ce1.marmara.edu.tr,CS231,27,2
2014-93252,OZGUR,ASLAN,ozguraslan@ce1.marmara.edu.tr,CS101,42,1
2014-22904,ISMAIL,GURCAN,ismailgurcan@ce1.marmara.edu.tr,CS231,50,2
2014-92111,FIKRET,KOC,fikretkoc@ce1.marmara.edu.tr,CS231,66,2
2014-48997,SALIH,ILHAN,salihilhan@ce1.marmara.edu.tr,CS231,72,2
2015-29405,FATMA,CELIK,f.celik@ce1.marmara.edu.tr,CS231,53,1
2015-29405,FATMA,CELIK,f.celik@ce1.marmara.edu.tr,CS101,25,1
2014-66468,HARUN,CAN,haruncan@ce1.marmara.edu.tr,CS231,68,1
2015-97729,AYLIN,ISIK,a.isik@ce1.marmara.edu.tr,CS231,17,1
2015-97729,AYLIN,ISIK,a.isik@ce1.marmara.edu.tr,CS101,30,1
2014-57353,TUNA,YILMAZ,tunayilmaz@ce1.marmara.edu.tr,CS231,41,1
2014-57353,TUNA,YILMAZ,tunayilmaz@ce1.marmara.edu.tr,CS101,39,2
2014-57353,TUNA,YILMAZ,tunayilmaz@ce1.marmara.edu.tr,CS102,36,2
2014-16445,UMUT,DILER,umutdiler@ce1.marmara.edu.tr,CS101,72,1
2015-36567,OZGUR,KARA,o.kara@ce1.marmara.edu.tr,CS231,24,1
2014-87446,SALIH,YILDIRIM,salihyildirim@ce1.marmara.edu.tr,CS101,71,2
2014-87446,SALIH,YILDIRIM,salihyildirim@ce1.marmara.edu.tr,CS102,68,2
2014-15499,AZRA,OZER,azraozer@ce1.marmara.edu.tr,CS231,17,2
2015-54947,EGE,ESEN,e.esen@ce1.marmara.edu.tr,CS231,36,2
2014-98995,SIBEL,PEK,sibelpek@ce1.marmara.edu.tr,CS101,43,2
2014-29187,MEHMET,OZKAN,mehmetozkan@ce1.marmara.edu.tr,CS101,74,1
2014-29187,MEHMET,OZKAN,mehmetozkan@ce1.marmara.edu.tr,CS102,55,1
2014-34267,SIBEL,AKTAS,sibelaktas@ce1.marmara.edu.tr,CS231,61,1
2014-55839,ISMAIL,AKTAS,ismailaktas@ce1.marmara.edu.tr,CS231,81,1
2014-76110,AYLIN,AKTAS,aylinaktas@ce1.marmara.edu.tr,CS231,25,2
2014-76110,AYLIN,AKTAS,aylinaktas@ce1.marmara.edu.tr,CS101,40,1
2014-91706,GULSUM,ESEN,gulsumesen@ce1.marmara.edu.tr,CS231,58,2
2015-20144,AZRA,AKTAS,a.aktas@ce1.marmara.edu.tr,CS231,96,1
2015-73920,VELI,CAN,v.can@ce1.marmara.edu.tr,CS101,43,1
2015-73920,VELI,CAN,v.can@ce1.marmara.edu.tr,CS102,33,1
2015-21127,MEHMET,ARSLAN,m.arslan@ce1.marmara.edu.tr,CS101,86,2
2015-21127,MEHMET,ARSLAN,m.arslan@ce1.marmara.edu.tr,CS231,49,2
2014-86980,LALE,GURCAN,lalegurcan@ce1.marmara.edu.tr,CS101,21,1
2014-86980,LALE,GURCAN,lalegurcan@ce1.marmara.edu.tr,CS102,60,1
2014-86980,LALE,GURCAN,lalegurcan@ce1.marmara.edu.tr,CS365,98,2
2015-56659,UMUT,OZDEMIR,u.ozdemir@ce1.marmara.edu.tr,CS101,100,2
2014-77706,UGUR,ILHAN,ugurilhan@ce1.marmara.edu.tr,CS101,85,2
2014-77706,UGUR,ILHAN,ugurilhan@ce1.marmara.edu.tr,CS231,19,2
2014-23923,MEHMET,GUL,mehmetgul@ce1.marmara.edu.tr,CS101,94,2
2014-23923,MEHMET,GUL,mehmetgul@ce1.marmara.edu.tr,CS102,13,2
2014-23923,MEHMET,GUL,mehmetgul@ce1.marmara.edu.tr,CS365,69,2
2015-70765,OKAN,OZKAN,o.ozkan@ce1.marmara.edu.tr,CS231,27,2
2015-59333,NUR,YILDIRIM,n.yildirim@ce1.marmara.edu.tr,CS231,50,2
2015-64057,NUR,KURT,n.kurt@ce1.marmara.edu.tr,CS231,83,2
2015-64057,NUR,KURT,n.kurt@ce1.marmara.edu.tr,CS101,85,1
2014-66341,GULSUM,KOC,gulsumkoc@ce1.marmara.edu.tr,CS231,63,2
2015-32086,GULSUM,ILHAN,g.ilhan@ce1.marmara.edu.tr,CS101,27,1
2015-32086,GULSUM,ILHAN,g.ilhan@ce1.marmara.edu.tr,CS231,77,1
2015-32086,GULSUM,ILHAN,g.ilhan@ce1.marmara.edu.tr,CS102,88,1
2015-00674,AYLIN,HIKMET,a.hikmet@ce1.marmara.edu.tr,CS231,45,2
2014-37119,RABIA,ARSLAN,rabiaarslan@ce1.marmara.edu.tr,CS231,52,2
2014-66916,ISMAIL,FATIH,ismailfatih@ce1.marmara.edu.tr,CS101,65,2
2014-66916,ISMAIL,FATIH,ismailfatih@ce1.marmara.edu.tr,CS102,59,2
2014-66916,ISMAIL,FATIH,ismailfatih@ce1.marmara.edu.tr,CS365,46,2
2014-05760,ALI,SULEYMAN,alisuleyman@ce1.marmara.edu.tr,CS101,51,1
2014-05760,ALI,SULEYMAN,alisuleyman@ce1.marmara.edu.tr,CS231,42,2
2015-27762,NISA,YILMAZ,n.yilmaz@ce1.marmara.edu.tr,CS231,90,2
2014-37101,HILAL,OZER,hilalozer@ce1.marmara.edu.tr,CS231,67,2
2014-37101,HILAL,OZER,hilalozer@ce1.marmara.edu.tr,CS101,14,2
2015-34638,SALIH,YILMAZ,s.yilmaz@ce1.marmara.edu.tr,CS101,72,2
2015-34638,SALIH,YILMAZ,s.yilmaz@ce1.marmara.edu.tr,CS102,88,2
2014-30262,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS231,11,1
2014-30262,HILAL,SULEYMAN,hilalsuleyman@ce1.marmara.edu.tr,CS101,51,2
2015-78477,ISMAIL,GURCAN,i.gurcan@ce1.marmara.edu.tr,CS231,34,1
2015-23704,SIBEL,FATIH,s.fatih@ce1.marmara.edu.tr,CS101,46,1
2015-23704,SIBEL,FATIH,s.fatih@ce1.marmara.edu.tr,CS231,14,2
2014-50571,VELI,AYDOGAN,veliaydogan@ce1.marmara.edu.tr,CS231,99,2
2015-82662,AZRA,KURT,a.kurt@ce1.marmara.edu.tr,CS101,74,2
2014-26506,ELIF,AYDOGAN,elifaydogan@ce1.marmara.edu.tr,CS231,12,1
2014-12776,MEHMET,GURCAN,mehmetgurcan@ce1.marmara.edu.tr,CS231,26,1
2015-15899,UGUR,SULEYMAN,u.suleyman@ce1.marmara.edu.tr,CS231,38,2
2014-03605,UGUR,OZDEMIR,ugurozdemir@ce1.marmara.edu.tr,CS101,63,2
2014-68445,FATMA,KURT,fatmakurt@ce1.marmara.edu.tr,CS101,72,2
2014-33463,NURAY,ISIK,nurayisik@ce1.marmara.edu.tr,CS231,32,2
2015-65409,SEMRA,DILER,s.diler@ce1.marmara.edu.tr,CS101,15,2
2015-65409,SEMRA,DILER,s.diler@ce1.marmara.edu.tr,CS102,96,1
2015-43960,AYSE,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS231,83,1
2014-07220,BETUL,GUL,betulgul@ce1.marmara.edu.tr,CS231,82,1
2014-07220,BETUL,GUL,betulgul@ce1.marmara.edu.tr,CS101,42,1
2015-64569,CANAN,OZER,c.ozer@ce1.marmara.edu.tr,CS231,74,2
2014-66266,SEMRA,AKTAS,semraaktas@ce1.marmara.edu.tr,CS101,36,1
2015-18404,CIGDEM,YILMAZ,c.yilmaz@ce1.marmara.edu.tr,CS231,18,2
2014-83434,ALI,GURCAN,aligurcan@ce1.marmara.edu.tr,CS101,94,1
2015-19791,SIBEL,SULEYMAN,s.suleyman@ce1.marmara.edu.tr,CS231,20,1
2015-72811,LALE,CAN,l.can@ce1.marmara.edu.tr,CS231,73,2
2014-50510,GULSUM,DOGAN,gulsumdogan@ce1.marmara.edu.tr,CS101,13,1
2014-49792,ALI,GURCAN,aligurcan@ce1.marmara.edu.tr,CS231,19,2
2015-13012,CANAN,AKTAS,c.aktas@ce1.marmara.edu.tr,CS101,76,2
2015-80196,HUSEYIN,SULEYMAN,h.suleyman@ce1.marmara.edu.tr,CS231,78,1
2014-94802,NURAY,KARA,nuraykara@ce1.marmara.edu.tr,CS101,62,2
2014-94802,NURAY,KARA,nuraykara@ce1.marmara.edu.tr,CS102,67,1
2014-19665,EGE,AYDOGAN,egeaydogan@ce1.marmara.edu.tr,CS231,17,1
2014-19665,EGE,AYDOGAN,egeaydogan@ce1.marmara.edu.tr,CS101,65,1
2014-19665,EGE,AYDOGAN,egeaydogan@ce1.marmara.edu.tr,CS102,89,2
2015-98421,FATMA,ISIK,f.isik@ce1.marmara.edu.tr,CS231,28,1
2014-30874,NISA,KURT,nisakurt@ce1.marmara.edu.tr,CS101,43,1
2014-36329,SIBEL,YILMAZ,sibelyilmaz@ce1.marmara.edu.tr,CS231,14,2
2015-06964,AZRA,YILMAZ,a.yilmaz@ce1.marmara.edu.tr,CS101,82,1
2015-27356,UGUR,ARSLAN,u.arslan@ce1.marmara.edu.tr,CS101,11,2
2015-13494,TUNA,OZER,t.ozer@ce1.marmara.edu.tr,CS231,75,2
2014-29663,NISA,ESEN,nisaesen@ce1.marmara.edu.tr,CS101,97,1
2014-29663,NISA,ESEN,nisaesen@ce1.marmara.edu.tr,CS102,61,1
2014-29663,NISA,ESEN,nisaesen@ce1.marmara.edu.tr,CS464,48,2
2015-96900,TUNA,SULEYMAN,t.suleyman@ce1.marmara.edu.tr,CS101,65,1
2015-40493,SEMRA,YILDIRIM,s.yildirim@ce1.marmara.edu.tr,CS231,33,1
2015-40493,SEMRA,YILDIRIM,s.yildirim@ce1.marmara.edu.tr,CS101,44,1
2014-84439,AZRA,SULEYMAN,azrasuleyman@ce1.marmara.edu.tr,CS231,11,2
2014-28240,EGE,FATIH,egefatih@ce1.marmara.edu.tr,CS101,53,1
2014-28240,EGE,FATIH,egefatih@ce1.marmara.edu.tr,CS231,96,2
2015-63553,NURAY,ASLAN,n.aslan@ce1.marmara.edu.tr,CS101,18,1
2015-63553,NURAY,ASLAN,n.aslan@ce1.marmara.edu.tr,CS102,46,1
2014-25596,ELIF,CAN,elifcan@ce1.marmara.edu.tr,CS101,16,2
2014-18564,TUNA,SULEYMAN,tunasuleyman@ce1.marmara.edu.tr,CS231,96,1
2015-84700,AZRA,GURCAN,a.gurcan@ce1.marmara.edu.tr,CS231,89,1
2014-49697,HARUN,FATIH,harunfatih@ce1.marmara.edu.tr,CS101,59,1
2014-38253,TUNA,CELIK,tunacelik@ce1.marmara.edu.tr,CS101,20,1
2014-38253,TUNA,CELIK,tunacelik@ce1.marmara.edu.tr,CS102,25,2
2015-67918,SEMRA,GUL,s.gul@ce1.marmara.edu.tr,CS231,49,2
2014-34881,EGE,ASLAN,egeaslan@ce1.marmara.edu.tr,CS231,20,2
2014-34881,EGE,ASLAN,egeaslan@ce1.marmara.edu.tr,CS101,18,2
2015-53999,GULSUM,CAN,g.can@ce1.marmara.edu.tr,CS231,69,2
2015-53999,GULSUM,CAN,g.can@ce1.marmara.edu.tr,CS101,30,2
2015-69553,EGE,GURCAN,e.gurcan@ce1.marmara.edu.tr,CS101,84,1
2015-69553,EGE,GURCAN,e.gurcan@ce1.marmara.edu.tr,CS102,24,1
